loan_id,age,occupation,employment_sector,monthly_income,wealth_index,loan_amount,tenure_months,interest_rate,missed_payments,repayment_ratio,outstanding_balance,default_flag
LN00950,29,farmer,self_employed,196780.7,3,206767.59,17,11.6,4,0.2146,162390.44,1
LN00951,40,civil_servant,private,50000.0,1,74012.93,21,14.2,0,0.3588,47457.47,0
LN00952,55,civil_servant,public,50000.0,4,50000.0,27,10.7,0,0.9265,3676.22,0
LN00953,46,other,public,50000.0,3,50000.0,13,5.0,0,0.8595,7024.59,0
LN00954,64,civil_servant,informal,50000.0,3,235546.91,19,5.0,0,0.7944,48428.76,0
LN00955,55,civil_servant,self_employed,50000.0,3,975255.77,7,11.7,4,0.9233,74805.14,1
LN00956,45,other,informal,50000.0,2,722851.42,12,10.1,0,0.7249,198851.93,0
LN00957,56,farmer,informal,136996.1,5,609610.12,9,8.4,1,0.902,59727.37,0
LN00958,73,teacher,public,70413.46,1,514207.6,6,7.7,2,0.9782,11213.26,0
LN00959,45,teacher,self_employed,50000.0,1,109367.05,6,12.5,0,0.9862,1506.59,0
LN00960,32,farmer,private,60863.82,3,56185.94,14,17.2,1,0.0407,53901.24,1
LN00961,45,teacher,self_employed,50000.0,1,50000.0,14,12.5,0,0.7661,11694.32,0
LN00962,67,teacher,public,106780.54,2,401078.04,6,17.3,0,0.9074,37150.4,0
LN00963,35,artisan,public,50000.0,2,738743.13,21,10.5,0,0.7257,202638.04,0
LN00964,72,teacher,self_employed,53078.08,1,931463.28,6,13.8,0,0.9992,761.99,0
LN00965,54,trader,self_employed,92768.31,4,868916.14,13,17.4,1,0.7379,227741.03,0
LN00966,55,trader,private,50000.0,1,397308.93,9,11.4,0,0.7133,113926.87,0
LN00967,40,trader,public,50000.0,1,242521.98,12,12.1,2,0.7537,59739.48,0
LN00968,71,trader,public,50000.0,3,50000.0,17,10.5,1,0.7364,13178.72,0
LN00969,26,trader,informal,151354.95,3,616441.29,16,14.4,4,0.1223,541038.71,1
LN00970,39,trader,private,50000.0,3,580401.99,16,15.6,1,0.9575,24658.01,0
LN00971,45,artisan,private,66428.11,1,978159.73,15,13.4,1,0.9459,52900.19,0
LN00972,48,trader,private,93498.31,4,688116.68,6,11.1,0,0.7434,176553.72,0
LN00973,48,civil_servant,private,50000.0,2,472558.85,18,6.0,0,0.879,57186.61,0
LN00974,32,civil_servant,private,98751.79,3,106211.49,6,11.8,1,0.9492,5400.34,0
LN00975,36,civil_servant,private,196000.43,1,93756.01,11,11.2,1,0.9014,9241.39,0
LN00976,29,artisan,self_employed,50000.0,2,237169.36,9,12.9,1,0.7101,68746.6,0
LN00977,53,trader,informal,50000.0,2,1014219.06,14,12.5,0,0.8786,123082.68,0
LN00978,42,civil_servant,informal,50000.0,2,50000.0,9,18.3,0,0.2314,38432.38,1
LN00979,53,artisan,private,133396.12,1,155473.14,11,9.2,0,0.7166,44053.52,0
LN00980,54,civil_servant,private,93401.95,2,539144.47,21,5.7,0,0.7434,138336.36,0
LN00981,60,civil_servant,self_employed,50000.0,3,685701.09,6,7.4,2,0.7828,148921.3,0
LN00982,52,artisan,self_employed,64847.7,2,162974.42,11,9.5,0,0.7332,43480.05,0
LN00983,57,teacher,private,50000.0,2,541121.35,6,16.3,0,0.7572,131403.51,0
LN00984,54,artisan,self_employed,50000.0,1,121265.29,16,6.8,0,0.8852,13923.04,0
LN00985,57,artisan,self_employed,79670.98,4,134657.49,7,7.3,2,0.976,3226.1,0
LN00986,55,farmer,self_employed,50000.0,2,341884.68,12,13.7,0,0.757,83089.45,0
LN00987,40,civil_servant,self_employed,50000.0,2,450617.1,6,15.4,0,0.7265,123237.83,0
LN00988,37,artisan,public,50000.0,4,844219.53,19,5.8,2,0.1644,705417.57,1
LN00989,64,artisan,private,74822.09,3,1254036.8,12,5.0,1,0.2668,919499.07,1
LN00990,42,civil_servant,private,50000.0,1,103937.83,12,8.9,0,0.7212,28979.02,0
LN00991,52,farmer,public,50000.0,2,146781.03,16,14.6,0,0.706,43153.13,0
LN00992,34,trader,informal,51238.12,5,113398.38,6,12.6,0,0.0253,110531.02,1
LN00993,46,farmer,private,50000.0,1,100811.62,8,9.0,1,0.766,23594.06,0
LN00994,51,teacher,public,50000.0,2,1000701.42,13,15.0,0,0.7486,251589.77,0
LN00995,56,trader,self_employed,299703.54,1,85012.71,6,12.5,1,0.7165,24100.03,0
LN00996,51,civil_servant,self_employed,50000.0,3,160412.77,6,11.6,0,0.8793,19358.52,0
LN00997,43,farmer,self_employed,50000.0,2,76698.91,7,5.5,1,0.9292,5427.46,0
LN00998,73,teacher,public,64406.31,4,415690.88,6,8.9,1,0.8241,73099.71,0
LN00999,50,civil_servant,informal,109938.43,3,559114.49,9,19.8,2,0.7106,161796.45,0
LN01000,65,civil_servant,private,74371.9,1,462382.15,15,10.7,0,0.7243,127475.69,0
LN01001,61,artisan,private,154185.48,2,50000.0,16,8.2,0,0.0263,48685.89,1
LN01002,52,civil_servant,public,97705.9,4,417573.27,22,10.5,0,0.9523,19898.36,0
LN01003,69,teacher,private,50000.0,1,389630.45,11,12.5,0,0.7793,86003.64,0
LN01004,31,teacher,self_employed,50000.0,1,139212.06,12,15.5,0,0.3242,94080.03,0
LN01005,71,civil_servant,private,50000.0,3,825336.9,11,14.5,0,0.8312,139302.29,0
LN01006,67,teacher,private,108265.18,2,1017958.74,13,9.3,2,0.1409,874570.51,1
LN01007,50,civil_servant,self_employed,50000.0,1,917290.56,14,17.1,2,0.9657,31450.63,0
LN01008,61,farmer,self_employed,120523.73,1,207914.49,17,15.3,1,0.7202,58168.01,0
LN01009,51,farmer,public,50000.0,1,895170.93,17,10.2,0,0.9384,55112.92,0
LN01010,38,civil_servant,informal,78639.41,3,459393.45,15,11.5,1,0.1086,409521.97,1
LN01011,64,trader,self_employed,50000.0,2,293995.18,21,14.4,1,0.7455,74816.69,0
LN01012,37,trader,informal,50000.0,2,50000.0,12,16.3,1,0.7411,12942.72,0
LN01013,40,other,informal,200460.21,3,140013.67,8,5.9,0,0.8609,19475.42,0
LN01014,50,trader,informal,95278.62,1,540570.6,9,12.3,3,0.3779,336292.3,1
LN01015,66,teacher,self_employed,50000.0,3,220647.74,11,11.9,0,0.8569,31584.19,0
LN01016,44,farmer,private,50000.0,2,168837.96,6,9.7,0,0.3899,103001.23,0
LN01017,49,civil_servant,public,110915.75,2,85483.13,8,9.7,0,0.8308,14461.79,0
LN01018,27,teacher,private,50000.0,2,439044.2,6,16.2,0,0.8315,73971.23,0
LN01019,30,civil_servant,self_employed,312591.63,3,305552.52,14,14.1,6,0.058,287816.67,1
LN01020,27,teacher,private,50000.0,4,475391.82,14,20.4,1,0.8387,76659.61,0
LN01021,28,trader,informal,249798.64,1,568579.8,6,9.7,3,0.8796,68449.71,1
LN01022,68,other,public,50000.0,1,194139.64,8,12.5,4,0.989,2128.56,1
LN01023,67,trader,public,137982.4,2,268790.52,22,13.2,1,0.0895,244726.94,1
LN01024,66,civil_servant,private,50000.0,2,50000.0,15,15.6,2,0.9058,4708.14,0
LN01025,27,artisan,private,93485.05,1,386878.51,14,17.4,3,0.0745,358048.93,1
LN01026,28,artisan,public,200380.72,4,97584.27,8,12.4,0,0.8949,10260.0,0
LN01027,39,teacher,public,50000.0,3,91070.67,13,7.6,0,0.8099,17315.03,0
LN01028,53,artisan,self_employed,50000.0,2,266696.04,11,9.2,0,0.3048,185403.65,0
LN01029,41,civil_servant,private,50000.0,2,536883.19,7,12.6,1,0.803,105777.64,0
LN01030,49,teacher,public,50000.0,1,166192.49,9,16.5,2,0.8258,28957.29,0
LN01031,33,civil_servant,public,114158.96,2,413984.82,9,6.2,0,0.9346,27068.83,0
LN01032,61,civil_servant,private,50000.0,2,147121.9,6,7.3,2,0.8607,20495.4,0
LN01033,40,farmer,public,50000.0,4,444286.4,6,15.0,1,0.8548,64526.38,0
LN01034,28,artisan,self_employed,50000.0,2,270679.35,10,6.8,0,0.9538,12513.97,0
LN01035,62,civil_servant,self_employed,50000.0,1,50000.0,6,7.5,1,0.9887,566.88,0
LN01036,70,civil_servant,public,50000.0,1,166542.58,10,16.5,3,0.9526,7889.35,1
LN01037,25,farmer,private,50000.0,1,923591.82,6,11.1,0,0.2539,689110.02,1
LN01038,46,civil_servant,public,99862.53,4,607256.93,16,10.8,0,0.8062,117706.15,0
LN01039,66,civil_servant,public,50000.0,3,269659.72,24,17.5,1,0.763,63900.16,0
LN01040,60,civil_servant,informal,78373.57,3,97844.21,18,7.7,0,0.0175,96130.17,1
LN01041,67,civil_servant,private,50000.0,3,542810.57,18,6.9,0,0.9118,47867.36,0
LN01042,45,trader,informal,50000.0,1,393710.53,15,18.5,3,0.9201,31440.37,1
LN01043,43,other,public,50000.0,3,444843.16,13,12.9,0,0.8162,81752.85,0
LN01044,60,trader,public,73639.06,3,54287.96,12,14.7,0,0.886,6186.96,0
LN01045,32,trader,private,50000.0,1,307909.63,6,10.8,3,0.8723,39305.01,1
LN01046,36,artisan,private,50000.0,2,794396.42,16,11.6,1,0.1636,664395.94,1
LN01047,55,teacher,informal,51047.75,3,219926.87,15,9.2,0,0.8469,33666.59,0
LN01048,58,artisan,public,95817.58,4,108650.84,9,13.3,0,0.8232,19209.94,0
LN01049,30,teacher,informal,50000.0,1,588632.03,15,15.3,0,0.075,544490.98,1
LN01050,50,teacher,informal,308062.59,4,120684.98,7,12.8,0,0.1689,100303.45,1
LN01051,43,teacher,private,67962.58,4,135405.73,8,16.2,3,0.8524,19990.46,1
LN01052,50,artisan,public,52430.71,4,486246.49,16,14.6,0,0.9437,27386.5,0
LN01053,72,artisan,private,50000.0,1,265865.55,14,7.8,0,0.8293,45372.76,0
LN01054,28,artisan,public,50000.0,1,87854.01,10,11.4,2,0.3487,57220.11,0
LN01055,74,civil_servant,self_employed,50000.0,3,151912.54,9,10.2,3,0.7785,33647.85,1
LN01056,47,teacher,private,132182.06,1,472923.53,13,15.0,1,0.7215,131709.47,0
LN01057,63,artisan,informal,50000.0,1,541919.99,6,13.8,0,0.1309,470972.2,1
LN01058,46,civil_servant,private,166140.4,3,116789.1,7,12.5,0,0.9521,5594.86,0
LN01059,40,farmer,private,60049.36,1,51785.78,6,16.1,5,0.9497,2603.76,1
LN01060,63,trader,self_employed,92535.69,2,65739.75,12,5.0,1,0.9773,1491.14,0
LN01061,59,civil_servant,private,124919.39,4,170528.01,18,9.6,2,0.1875,138552.23,1
LN01062,32,farmer,informal,92638.78,2,151314.08,14,9.9,0,0.9023,14790.39,0
LN01063,60,civil_servant,public,50000.0,4,332748.05,8,13.0,2,0.8201,59866.91,0
LN01064,62,trader,informal,50000.0,2,205493.56,7,14.2,6,0.2488,154365.64,1
LN01065,44,trader,self_employed,309398.45,1,101767.85,7,12.0,0,0.722,28296.14,0
LN01066,71,farmer,informal,50000.0,1,909865.47,23,6.7,0,0.9256,67666.59,0
LN01067,57,trader,private,50000.0,2,100241.34,12,13.6,0,0.2168,78512.49,1
LN01068,41,teacher,self_employed,83908.12,1,155222.41,13,12.5,1,0.0082,153946.15,1
LN01069,25,artisan,public,78323.88,3,113641.77,6,6.1,0,0.8046,22201.17,0
LN01070,58,teacher,self_employed,50000.0,4,79945.09,6,10.8,0,0.723,22144.53,0
LN01071,35,farmer,public,240543.11,1,83748.09,11,13.5,1,0.935,5440.59,0
LN01072,62,artisan,public,101396.1,1,50000.0,9,18.6,1,0.7279,13604.7,0
LN01073,51,trader,private,131656.76,2,50000.0,12,7.6,0,0.8615,6924.28,0
LN01074,48,other,public,50000.0,2,116973.01,12,15.2,4,0.9276,8467.75,1
LN01075,33,trader,public,50000.0,1,55683.9,15,7.7,0,0.9374,3486.07,0
LN01076,60,civil_servant,self_employed,78603.01,1,136903.79,6,6.9,0,0.7124,39378.13,0
LN01077,33,civil_servant,public,50000.0,1,740218.31,6,7.2,1,0.2236,574689.31,1
LN01078,45,teacher,self_employed,50000.0,2,50000.0,11,14.4,1,0.2109,39456.79,1
LN01079,66,civil_servant,public,168931.94,1,80459.77,8,12.5,1,0.8409,12797.53,0
LN01080,71,teacher,self_employed,50000.0,3,1496459.29,10,10.7,1,0.8142,278085.93,0
LN01081,74,trader,self_employed,134411.86,1,474234.53,12,13.8,2,0.7591,114239.43,0
LN01082,72,trader,private,50000.0,2,698497.97,7,12.2,2,0.7748,157325.33,0
LN01083,52,civil_servant,self_employed,50000.0,2,50000.0,13,12.4,5,0.88,5997.73,1
LN01084,35,artisan,informal,128549.4,1,50000.0,15,10.8,4,0.9407,2965.03,1
LN01085,66,trader,self_employed,109031.86,4,683948.22,12,7.9,0,0.7833,148231.54,0
LN01086,65,civil_servant,public,289083.98,3,50000.0,16,18.8,1,0.7736,11319.38,0
LN01087,74,trader,private,305221.88,4,594336.87,6,17.6,0,0.8092,113385.86,0
LN01088,57,trader,self_employed,50000.0,2,50000.0,8,18.4,1,0.7374,13128.69,0
LN01089,32,teacher,public,50000.0,2,449904.35,17,9.8,0,0.8145,83446.74,0
LN01090,50,trader,self_employed,50000.0,1,328607.66,6,9.3,0,0.8679,43405.02,0
LN01091,47,civil_servant,public,95140.84,2,683659.26,6,10.3,3,0.75,170885.11,1
LN01092,67,farmer,self_employed,50000.0,2,66760.09,11,16.3,1,0.8593,9395.47,0
LN01093,44,trader,public,50000.0,2,50000.0,11,12.0,0,0.8886,5570.62,0
LN01094,41,civil_servant,public,88072.43,1,109011.5,8,9.8,0,0.706,32049.8,0
LN01095,29,artisan,informal,97323.45,1,201282.75,23,13.5,0,0.957,8660.44,0
LN01096,66,teacher,informal,50000.0,1,50000.0,13,9.1,2,0.9386,3069.0,0
LN01097,62,teacher,informal,100111.35,1,383139.92,6,6.6,0,0.7741,86543.07,0
LN01098,27,trader,informal,58145.33,2,450047.07,6,12.5,1,0.7625,106893.88,0
LN01099,46,trader,private,50000.0,5,218158.77,14,9.9,1,0.2704,159179.3,1
LN01100,48,trader,public,50000.0,1,200151.49,6,11.9,1,0.357,128701.15,0
LN01101,48,civil_servant,public,105866.88,1,142391.72,24,5.0,0,0.3926,86483.96,0
LN01102,70,civil_servant,private,50000.0,1,231801.52,14,8.4,2,0.9391,14112.75,0
LN01103,32,other,public,119387.68,1,50000.0,15,11.8,2,0.8882,5592.01,0
LN01104,40,teacher,informal,50000.0,3,533418.99,13,5.9,0,0.7753,119854.72,0
LN01105,34,trader,public,50000.0,1,125703.96,18,6.1,0,0.7543,30881.82,0
LN01106,37,civil_servant,public,245592.26,5,899869.11,6,12.2,1,0.9505,44529.5,0
LN01107,70,artisan,public,78432.66,4,50000.0,6,14.8,0,0.9268,3660.66,0
LN01108,72,civil_servant,public,50000.0,2,369322.07,18,8.4,0,0.1809,302493.58,1
LN01109,27,civil_servant,public,50000.0,4,412816.57,21,11.0,0,0.9266,30298.76,0
LN01110,56,civil_servant,self_employed,60570.67,2,61314.7,6,11.0,0,0.9503,3050.3,0
LN01111,36,artisan,public,50000.0,5,1268921.58,6,5.8,2,0.9154,107373.92,0
LN01112,34,teacher,private,50000.0,1,702004.22,13,16.7,4,0.9131,61031.56,1
LN01113,39,civil_servant,informal,50000.0,5,356030.47,14,11.3,1,0.9558,15745.95,0
LN01114,34,civil_servant,private,136644.56,1,938997.31,12,11.3,0,0.9376,58586.95,0
LN01115,49,teacher,self_employed,50000.0,2,320286.9,11,13.5,0,0.3291,214890.14,0
LN01116,74,teacher,public,62941.87,4,514126.71,6,5.8,0,0.7602,123295.33,0
LN01117,54,teacher,public,87107.67,2,87532.1,9,15.7,1,0.7064,25702.32,0
LN01118,61,civil_servant,public,50000.0,1,50000.0,10,16.2,1,0.9881,593.74,0
LN01119,49,artisan,informal,64011.6,1,788636.88,8,12.6,6,0.3577,506528.17,1
LN01120,25,farmer,private,51649.79,1,164580.5,6,13.8,0,0.8129,30786.16,0
LN01121,29,teacher,public,55830.07,2,420578.78,15,10.7,0,0.0581,396122.25,1
LN01122,38,civil_servant,private,50000.0,2,50000.0,17,15.5,1,0.8899,5503.89,0
LN01123,37,teacher,self_employed,55756.12,2,141615.18,7,8.7,0,0.919,11472.34,0
LN01124,67,trader,self_employed,50000.0,3,427666.63,10,11.9,0,0.0848,391396.92,1
LN01125,67,civil_servant,private,50000.0,1,280780.21,9,12.1,0,0.0956,253950.1,1
LN01126,67,trader,informal,263772.09,3,50149.61,9,11.8,0,0.7546,12308.9,0
LN01127,56,farmer,self_employed,50000.0,2,241253.31,14,16.3,0,0.7183,67959.96,0
LN01128,52,trader,private,125738.7,3,416610.02,15,20.8,0,0.8277,71800.11,0
LN01129,57,farmer,public,50000.0,3,259506.92,18,11.6,2,0.0971,234313.49,1
LN01130,45,trader,public,76723.34,4,182607.94,18,13.9,3,0.8691,23905.54,1
LN01131,58,trader,informal,50000.0,1,793022.37,10,8.8,0,0.9863,10884.8,0
LN01132,64,civil_servant,private,175846.49,2,50000.0,29,16.1,0,0.8616,6922.12,0
LN01133,63,teacher,private,50000.0,4,472704.83,21,9.9,2,0.8248,82798.86,0
LN01134,55,civil_servant,private,236449.97,3,104541.86,8,24.6,6,0.9197,8392.98,1
LN01135,27,trader,public,50000.0,1,196963.74,12,5.3,2,0.8954,20609.86,0
LN01136,61,civil_servant,self_employed,119713.93,2,1371588.39,6,20.6,0,0.986,19217.41,0
LN01137,43,trader,public,69650.5,3,50000.0,12,16.0,3,0.3074,34627.94,1
LN01138,62,trader,self_employed,50000.0,1,1824579.98,22,7.5,1,0.9092,165718.23,0
LN01139,51,civil_servant,private,109304.79,2,160060.26,28,21.3,0,0.0446,152922.69,1
LN01140,69,civil_servant,public,500000.0,3,50000.0,11,8.3,0,0.2406,37970.85,1
LN01141,41,other,public,63174.43,2,74000.82,14,10.7,4,0.9412,4350.74,1
LN01142,71,civil_servant,self_employed,128249.29,1,197775.21,15,6.8,4,0.361,126382.15,1
LN01143,67,trader,public,50000.0,2,50000.0,23,11.4,0,0.7616,11917.98,0
LN01144,41,trader,public,67650.32,2,442490.32,6,11.8,1,0.8781,53945.29,0
LN01145,49,trader,self_employed,150003.46,2,310058.24,27,15.3,0,0.7629,73523.3,0
LN01146,51,teacher,public,330829.05,3,128013.68,10,21.8,1,0.2336,98116.06,1
LN01147,63,civil_servant,public,50000.0,2,50000.0,6,9.9,0,0.2552,37238.81,1
LN01148,59,trader,public,98399.85,4,270172.54,10,5.0,0,0.7976,54678.87,0
LN01149,67,teacher,informal,50000.0,3,70720.8,7,14.6,0,0.7687,16357.93,0
LN01150,43,trader,public,50000.0,3,569707.67,14,9.8,0,0.9716,16182.62,0
LN01151,50,farmer,public,50000.0,2,570239.93,6,19.3,4,0.7205,159397.32,1
LN01152,46,other,public,180730.38,1,806207.68,12,11.9,3,0.8147,149404.31,1
LN01153,70,civil_servant,public,50000.0,3,50000.0,15,9.0,0,0.9976,118.49,0
LN01154,40,trader,public,50000.0,1,256764.5,20,7.9,0,0.9924,1963.51,0
LN01155,54,civil_servant,public,62895.66,2,696763.37,16,14.5,0,0.1998,557537.54,1
LN01156,31,civil_servant,public,53309.39,1,584182.34,20,10.9,0,0.8865,66308.26,0
LN01157,67,trader,private,50000.0,2,180130.35,8,17.9,0,0.7118,51905.07,0
LN01158,44,teacher,informal,50000.0,3,50000.0,14,11.2,0,0.7556,12219.67,0
LN01159,42,trader,public,50000.0,2,132363.26,6,17.7,0,0.8736,16729.09,0
LN01160,54,civil_servant,public,54408.04,2,359545.24,11,6.5,6,0.8823,42316.24,1
LN01161,49,civil_servant,informal,50000.0,1,451225.25,14,5.0,2,0.0163,443865.75,1
LN01162,67,other,informal,50000.0,1,169450.8,14,15.3,0,0.9496,8534.49,0
LN01163,51,farmer,self_employed,50000.0,2,353653.02,6,10.1,1,0.9645,12553.24,0
LN01164,50,civil_servant,public,50000.0,4,829058.25,9,10.9,0,0.1459,708130.33,1
LN01165,30,teacher,private,50000.0,4,99944.07,10,8.0,1,0.8851,11484.18,0
LN01166,26,trader,public,50000.0,5,50000.0,9,7.7,0,0.9813,933.0,0
LN01167,44,teacher,public,50000.0,1,330207.35,16,14.5,0,0.8887,36753.37,0
LN01168,74,teacher,public,123454.97,1,64481.64,10,11.9,0,0.7904,13514.56,0
LN01169,70,farmer,private,50000.0,2,87848.55,12,7.8,5,0.2184,68663.42,1
LN01170,56,civil_servant,public,50000.0,2,106647.31,9,15.2,1,0.9659,3636.37,0
LN01171,56,trader,private,119799.37,3,361880.32,18,16.7,1,0.8862,41171.87,0
LN01172,44,other,public,50000.0,3,177691.59,18,11.6,2,0.8476,27082.93,0
LN01173,33,civil_servant,public,50000.0,2,1034172.33,10,16.0,2,0.7771,230540.27,0
LN01174,25,civil_servant,self_employed,50000.0,2,50000.0,29,8.0,3,0.2306,38470.97,1
LN01175,41,artisan,informal,50000.0,5,267069.11,7,14.3,0,0.1726,220963.05,1
LN01176,40,artisan,public,76563.62,1,232324.36,18,12.6,0,0.7907,48627.75,0
LN01177,34,teacher,private,50000.0,3,387252.44,6,8.8,2,0.7971,78559.55,0
LN01178,37,artisan,public,50000.0,3,134856.97,16,20.2,6,0.9369,8513.63,1
LN01179,26,teacher,public,50000.0,1,430623.83,16,12.9,1,0.8326,72068.39,0
LN01180,55,civil_servant,self_employed,303630.73,4,50000.0,6,9.6,5,0.1182,44087.86,1
LN01181,71,teacher,public,50000.0,4,65136.45,11,12.1,1,0.944,3645.4,0
LN01182,59,artisan,private,183193.77,3,402307.27,23,8.5,0,0.7146,114802.38,0
LN01183,47,farmer,private,50000.0,1,164305.63,7,7.4,4,0.9297,11545.96,1
LN01184,46,civil_servant,public,332417.07,1,160286.0,14,10.2,2,0.7827,34836.22,0
LN01185,40,civil_servant,public,50000.0,3,50000.0,14,10.5,0,0.9453,2736.37,0
LN01186,32,artisan,public,68522.54,1,271859.72,11,8.8,1,0.8368,44371.98,0
LN01187,54,civil_servant,informal,50000.0,1,66334.81,6,17.0,0,0.8675,8787.1,0
LN01188,53,civil_servant,private,50000.0,2,322040.98,16,8.9,1,0.8747,40355.79,0
LN01189,25,artisan,public,50000.0,1,233645.82,12,8.3,0,0.7335,62266.25,0
LN01190,45,trader,public,309027.29,3,60020.25,18,7.3,0,0.9421,3476.86,0
LN01191,38,trader,private,159557.16,2,463831.5,13,6.9,1,0.8303,78727.32,0
LN01192,33,civil_servant,public,58630.71,1,74199.48,12,16.1,0,0.7494,18595.71,0
LN01193,60,civil_servant,private,155349.78,2,133979.25,14,13.0,0,0.0092,132749.4,1
LN01194,51,artisan,self_employed,50000.0,1,683104.92,6,14.8,0,0.9946,3720.68,0
LN01195,56,trader,private,284057.04,1,322103.34,21,16.1,1,0.8479,48980.71,0
LN01196,60,civil_servant,public,71054.89,2,396865.78,9,10.7,0,0.807,76586.84,0
LN01197,74,trader,public,162906.79,2,180559.16,9,17.9,0,0.0157,177722.8,1
LN01198,65,civil_servant,public,59351.26,1,973167.09,19,9.5,0,0.9533,45471.97,0
LN01199,56,civil_servant,private,226460.53,2,869419.66,13,7.6,0,0.8319,146174.27,0
LN01200,68,civil_servant,informal,119947.45,2,189620.51,10,13.5,2,0.2098,149843.44,1
LN01201,48,trader,public,214517.65,2,83938.61,14,12.6,1,0.9517,4055.0,0
LN01202,74,civil_servant,private,108961.79,1,114792.4,15,12.6,1,0.9324,7754.72,0
LN01203,63,trader,self_employed,73837.97,3,247738.13,11,16.1,0,0.9806,4794.02,0
LN01204,57,trader,public,108241.06,2,167933.12,17,12.4,1,0.3696,105869.56,0
LN01205,70,trader,public,117021.83,1,50023.04,6,13.3,0,0.904,4803.83,0
LN01206,50,civil_servant,public,111544.81,3,316076.26,13,17.4,2,0.9674,10312.01,0
LN01207,61,civil_servant,self_employed,201193.77,3,186247.2,16,13.1,0,0.7732,42247.15,0
LN01208,39,civil_servant,private,160931.29,1,767275.83,15,14.0,1,0.8774,94056.42,0
LN01209,73,trader,self_employed,203586.6,2,151452.28,6,6.3,5,0.8281,26040.13,1
LN01210,56,artisan,informal,50000.0,3,330390.85,11,25.0,3,0.8302,56090.8,1
LN01211,64,civil_servant,self_employed,271249.35,1,405264.92,6,5.6,3,0.9962,1558.25,1
LN01212,48,artisan,informal,52694.99,4,605454.06,19,9.8,0,0.1172,534508.44,1
LN01213,68,artisan,self_employed,50000.0,2,713930.53,9,9.7,0,0.902,69938.13,0
LN01214,28,civil_servant,informal,50000.0,3,73005.79,19,20.4,0,0.896,7591.8,0
LN01215,30,civil_servant,self_employed,50000.0,4,840177.81,6,9.6,0,0.7447,214465.77,0
LN01216,50,civil_servant,self_employed,50000.0,5,363777.01,14,13.8,1,0.9882,4287.52,0
LN01217,61,civil_servant,self_employed,50000.0,2,234350.99,12,9.7,1,0.9344,15383.11,0
LN01218,65,trader,informal,185601.61,3,350341.7,28,7.8,6,0.7985,70609.98,1
LN01219,47,civil_servant,private,50000.0,1,54944.33,19,14.3,4,0.3894,33546.49,1
LN01220,57,artisan,private,77077.57,1,205602.79,18,9.1,0,0.7661,48098.79,0
LN01221,52,trader,private,62828.5,4,227839.76,24,12.8,3,0.9688,7116.59,1
LN01222,73,artisan,informal,50000.0,2,50000.0,13,14.5,3,0.8048,9757.99,1
LN01223,57,artisan,private,50000.0,3,245671.8,11,19.6,1,0.7175,69405.14,0
LN01224,45,trader,self_employed,95818.27,1,143960.24,10,7.0,0,0.7029,42772.17,0
LN01225,73,farmer,self_employed,131515.62,1,50000.0,13,11.4,0,0.7885,10576.74,0
LN01226,30,other,informal,62494.58,1,50000.0,6,11.6,0,0.7633,11834.6,0
LN01227,74,trader,public,68343.17,2,76171.0,12,12.0,0,0.7842,16439.89,0
LN01228,32,civil_servant,self_employed,179408.03,1,50000.0,13,22.3,0,0.9282,3588.98,0
LN01229,39,trader,self_employed,153129.5,1,232492.02,11,11.3,0,0.8407,37044.47,0
LN01230,66,civil_servant,informal,50000.0,5,50000.0,6,5.0,0,0.7461,12693.52,0
LN01231,61,trader,informal,50000.0,3,51220.25,11,11.2,1,0.1016,46013.87,1
LN01232,73,trader,private,84381.73,3,66041.96,6,11.5,0,0.8344,10935.82,0
LN01233,62,trader,private,58531.92,1,639360.17,22,11.0,3,0.9426,36708.11,1
LN01234,56,artisan,public,84491.72,2,740003.44,10,9.1,0,0.7912,154489.56,0
LN01235,42,civil_servant,informal,57300.27,3,190870.53,6,6.7,0,0.1246,167094.67,1
LN01236,25,trader,public,83130.64,1,280645.7,10,20.6,0,0.0581,264341.22,1
LN01237,31,trader,self_employed,59696.09,2,480236.49,17,13.3,1,0.7551,117610.52,0
LN01238,39,artisan,self_employed,50000.0,4,839740.61,13,11.2,0,0.7002,251716.78,0
LN01239,27,teacher,private,207555.3,1,219513.98,6,20.5,1,0.7346,58249.14,0
LN01240,50,civil_servant,public,50000.0,4,135595.52,7,8.5,0,0.7794,29906.68,0
LN01241,63,teacher,public,50000.0,1,146056.13,10,14.4,0,0.7811,31976.05,0
LN01242,73,civil_servant,informal,70077.96,1,363039.3,9,7.0,0,0.9164,30358.9,0
LN01243,49,artisan,private,167764.98,1,586239.8,6,15.0,0,0.8324,98236.49,0
LN01244,68,teacher,public,56670.03,4,963631.56,11,7.5,5,0.8841,111704.61,1
LN01245,74,trader,self_employed,50000.0,2,493510.46,6,13.9,1,0.8707,63792.58,0
LN01246,67,teacher,public,157221.99,3,240447.0,17,19.8,0,0.8045,46998.59,0
LN01247,48,farmer,informal,114552.92,2,482133.25,18,12.4,2,0.0197,472648.5,1
LN01248,41,artisan,public,55176.03,4,339014.66,6,5.0,1,0.7117,97738.55,0
LN01249,73,trader,public,60330.97,2,50000.0,7,12.1,0,0.8564,7179.66,0
LN01250,37,artisan,public,50000.0,2,1374172.35,9,13.9,6,0.3024,958601.19,1
LN01251,45,trader,private,208243.62,3,107044.8,11,15.6,0,0.0309,103734.13,1
